pcode3,beneficiarios,educacion_ben,nutricion_ben,proteccionGBV_ben,proteccionGeneral_ben,proteccionNNA_ben,salud_ben,seguridad_alimentaria_ben,wash_ben,org_count,estado,pcode1,municipio,pcode2,parroquia,fo,poblacion_2019,ham_2019_ambitos_ge,percent_pobre,pob_pobre,percent_urbana,area_km2,densidad_ppl_km2,razon_de_dependencia_total,razon_de_dependencia_de_menores_de_15_anos,percent_sin_agua_segura,percent_sin_saneamiento_mejorado,percent_analfabeto,promedio_de_personas_por_vivienda,percent_hogares_jefatura_femenina,percent_sin_servicio_electrico,ham_2019_x_violencia_envelope,ham_2019_x_mortalidad_y_salud_envelope,ham_2019_x_pobreza_envelope,promedio_de_edad,pob_menor_de_18,pob_18_y_mas,hogares_2019,matricula_total,pob_analfabeto,pob_sin_agua_segura,pob_sin_servicio_electrico,pob_sin_saneamiento_mejorado,pob_urbana,not_covered_pobre,coverage_percent,coverage_pobre_percent,percent_total_ben,org_present,pob_pobre_score,percent_pobre_score,poverty_score,gap_score
VE030601,177,0,177,0,0,0,4944,0,0,2,ANZOATEGUI,VE03,GUANTA,VE0306,GUANTA,Bolivar,21279.50817390178,CIUD PRINC RESTO,0.311843504722197,6635.8764077141705,0.9795,7.27212406493,2926.1750740093585,0.4294,0.3628,0.0748,0.1234,0.0256,4,0.359,9e-4,0.17005796933841086,0.06339223837392854,0.38781455469857273,29.46,6643.634003431419,14635.874170470363,5458.234955164934,4815,544.7554092518856,1591.7072114078533,19.151557356511603,2625.89130865948,20843.278256336795,6458.8764077141705,0.008317861416415695,0.02667319116947966,1.3469398610757094e-4,TRUE,0.03529555365540322,0.27264811497025565,0.15397183431282943,0.15362283700951584
VE030602,71,0,71,0,0,0,0,0,0,1,ANZOATEGUI,VE03,GUANTA,VE0306,CHORRERON,Bolivar,16627.491826098216,CIUD PRINC RESTO,0.48504067850966726,8065.009917244625,0.7867000000000001,64.1095463814,259.36062200749444,0.5163,0.4559,0.2256,0.11689999999999999,0.042800000000000005,3.97,0.37,0.0023,0.17005796933841086,0.06339223837392854,0.38781455469857273,27.19,6052.161600466155,10575.33022563206,4239.70363536305,2096,711.6566501570037,3751.1621559677574,38.243231200025896,1943.7537944708813,13080.847819591467,7994.009917244625,0.004270036680370497,0.008803460966388598,5.402979103750021e-5,TRUE,0.04294628708880023,0.45595105956905285,0.24944867332892653,0.24941326161110952
VE030701,6119,3854,0,0,0,0,5692,2116,234,4,ANZOATEGUI,VE03,INDEPENDENCIA,VE0307,SOLEDAD,Bolivar,29354.476412579956,CIUD MED Y PEQ ORIEN,0.4224395340070399,12400.49133675092,0.8504999999999999,4072.15543598,7.208584464437454,0.5316,0.4506,0.1322,0.11939999999999999,0.054900000000000004,4.05,0.4359,0.025,0.4073513132832504,0.08697238019981947,0.458840550591025,28.08,10447.879497601278,18906.596914978676,7305.487639925373,6655,1611.5607550506397,3880.6617817430706,733.8619103144989,3504.9244836620464,24965.98218889925,6281.49133675092,0.20845202326203585,0.4934481895782085,0.0046564548078656875,TRUE,0.06615588397033044,0.3896972410358052,0.22792656250306784,0.21166914304165818
VE030702,1059,835,0,0,0,0,101,224,0,3,ANZOATEGUI,VE03,INDEPENDENCIA,VE0307,MAMO,Bolivar,8894.523587420043,CIUD MED Y PEQ ORIEN,0.578974335408888,5149.700882805198,0,2858.77294825,3.1113081550827015,0.6161,0.5235,0.29469999999999996,0.2648,0.06849999999999999,3.71,0.33740000000000003,0.0602,0.4073513132832504,0.08697238019981947,0.458840550591025,27.6,3393.4264059168445,5501.097181503198,2404.579657515991,1896,609.2748657382729,2621.216101212686,535.4503199626865,2355.269845948827,0,4090.7008828051976,0.1190620261548123,0.20564301191472906,8.058809677283482e-4,TRUE,0.027339451093611637,0.5553655911692558,0.29135252113143373,0.2885966154426595
VE030801,1271,347,73,0,0,851,34137,0,0,5,ANZOATEGUI,VE03,JUAN ANTONIO SOTILLO,VE0308,PUERTO LA CRUZ,Bolivar,104180.70200385734,CIUD PRINC RESTO,0.17789698463403544,18533.432743543235,1,20.1608934993,5167.464527674559,0.4183,0.3155,0.05289999999999999,0.033,0.019,3.85,0.37079999999999996,0.0013,0.4125114285814368,0.06499033319143789,0.3597578631339044,32.07,28402.858683926643,75777.8433199307,28065.95897486189,30782,1979.4333380732894,5511.159136004052,135.43491260501455,3437.9631661272924,104180.70200385734,17262.432743543235,0.01219995618721153,0.06857876884371553,9.672093578684896e-4,TRUE,0.09898801585521437,0.1308860352896101,0.11493702557241223,0.11186982029582714
VE030802,427,0,427,0,0,0,0,0,0,2,ANZOATEGUI,VE03,JUAN ANTONIO SOTILLO,VE0308,POZUELOS,Bolivar,196727.29799614265,CIUD PRINC RESTO,0.4560657684533077,89720.58633635366,0.9928,185.84444645599999,1058.5589278973653,0.512,0.44049999999999995,0.11010000000000002,0.0684,0.0371,4.12,0.36829999999999996,0.0027,0.4125114285814368,0.06499033319143789,0.3597578631339044,28,69077.96552907718,127649.33246706547,50114.44650387368,36537,7298.582755656892,21659.67550937531,531.1637045895852,13456.147182936158,195310.86145057043,89293.58633635366,0.002170517281279248,0.004759219900761894,3.249397291973604e-4,TRUE,0.4800818271673738,0.42528551106920637,0.45268366911829006,0.4532764510336092
VE030901,69,0,69,0,0,0,1676,0,0,2,ANZOATEGUI,VE03,JUAN MANUEL CAJIGAL,VE0309,ONOTO,Bolivar,12659.95733155239,RESTO,0.5674903987463266,7184.404234194147,0.5043,1769.56672771,7.154269535761259,0.5582,0.4575,0.3940000000000001,0.3605,0.124,3.36,0.3333,0.11449999999999999,0.30912922318837033,0.07570328380097265,0.5152584758656842,29.36,4576.743098842387,8083.214232710004,3792.665405164738,3017,1569.8347091124963,4988.023188631642,1449.5651144627486,4563.914618024636,6384.41648230187,7115.404234194147,0.005450255336013765,0.00960413664804588,5.2507825092781896e-5,TRUE,0.038232046399582005,0.5432115856517252,0.2907218160256536,0.29067467074364417
VE031001,663,0,0,0,0,0,2872,448,215,2,ANZOATEGUI,VE03,JOSE GREGORIO MONAGAS,VE0310,MAPIRE,Bolivar,4828.977301243299,RESTO,0.46542408522719636,2247.5223430140577,0.9062,1728.28671217,2.794083451107564,0.7086,0.6302,0.17189999999999997,0.16269999999999998,0.10460000000000001,4.39,0.335,0.045,0.38458204217666836,0.15076318151579243,0.5768376938385227,25.43,2130.2995323371733,2698.677768906125,1124.4490703775523,1281,505.1110257100491,830.1011980837229,217.30397855594845,785.6746069122846,4376.019230386677,1584.5223430140577,0.13729615167776826,0.29499150567325555,5.045317106741217e-4,TRUE,0.011802907981301208,0.43518987026647066,0.22349638912388592,0.22175171830840987
VE031002,256,0,0,0,0,0,138,256,0,1,ANZOATEGUI,VE03,JOSE GREGORIO MONAGAS,VE0310,PIAR,Bolivar,1131.1621991559257,RESTO,0.5488099429864396,620.7930620271792,0,523.565383511,2.1604984492489088,0.6683,0.5347,0.1493,0.2412,0.11939999999999999,3.21,0.43439999999999995,0.0603,0.38458204217666836,0.15076318151579243,0.5768376938385227,29.12,438.59108018706513,692.5711189688606,358.0335348465838,346,135.06076657921753,168.88251633397968,68.20908060910232,272.83632243640926,0,364.7930620271792,0.2263159078256217,0.41237574267347715,1.9481164092394443e-4,TRUE,0.0030943639480560167,0.5234411559596297,0.2632677599538429,0.26258878639308514
VE031005,215,0,0,0,0,0,101,215,0,1,ANZOATEGUI,VE03,JOSE GREGORIO MONAGAS,VE0310,UVERITO,Bolivar,2501.759324740504,RESTO,0.4076082110406515,1019.737642811745,0,1261.9552702,1.9824469090287284,0.732,0.6445000000000001,0.18790000000000004,0.2672,0.1118,3.4,0.4407,0.0855,0.38458204217666836,0.15076318151579243,0.5768376938385227,26.08,1099.8342648568496,1401.9250598836543,739.5630204174746,772,279.6966925059883,470.0805771187408,213.9004222653131,668.4700915706626,0,804.737642811745,0.08593952178925164,0.21083854412511024,1.6361133905721894e-4,TRUE,0.005230076687227495,0.3740005347178905,0.189615305702559,0.18905463295279423
VE031006,184,0,184,0,0,0,0,0,0,1,ANZOATEGUI,VE03,JOSE GREGORIO MONAGAS,VE0310,ZUATA,Bolivar,3996.5493327249915,RESTO,0.6237564465615902,2492.873410288635,0.8471,2516.39032424,1.5882072404375616,0.6552,0.5533,0.34790000000000004,0.2931,0.1317,3.62,0.3245,0.1247,0.38458204217666836,0.15076318151579243,0.5768376938385227,27.75,1604.4377780312536,2392.111554693738,1106.547393635223,891,526.3455471198814,1390.3995128550248,498.36970179080646,1171.388609421695,3385.47693975134,2308.873410288635,0.04603971693614555,0.0738104065936889,1.4002086691408504e-4,TRUE,0.013116372119395613,0.6027606650040853,0.3079385185617405,0.3074900757936377
VE031101,40,0,40,0,0,0,2433,0,0,2,ANZOATEGUI,VE03,LIBERTAD,VE0311,SAN MATEO,Bolivar,11763.495185980468,RESTO,0.4858403661193682,5715.180808000176,0.8522,1161.36432332,10.129030959339344,0.5223,0.44530000000000003,0.31210000000000004,0.1328,0.0776,3.71,0.3605,0.0196,0.39743135891715525,0.09644884066513279,0.5129982954342216,28.21,4182.163745930596,7581.331440049872,3185.173512502598,2941,912.8472264320843,3671.3868475445047,230.56450564521717,1562.1921606982062,10024.850597492554,5675.180808000176,0.0034003499272623767,0.006998903681928582,3.0439318894366315e-5,TRUE,0.030366695322896757,0.4567974076382034,0.2435820514805501,0.24358452138512005
VE031103,69,0,69,0,0,0,0,0,0,1,ANZOATEGUI,VE03,LIBERTAD,VE0311,SANTA INES,Bolivar,4279.883632333587,RESTO,0.5563264574153941,2381.0124993262734,0,649.568812313,6.588807145918346,0.6138,0.5252,0.31589999999999996,0.21259999999999998,0.1518,3.56,0.2932,0.011399999999999999,0.39743135891715525,0.09644884066513279,0.5129982954342216,27.61,1700.820807647018,2579.062824686569,1206.0365726951582,940,649.6863353882385,1352.0152394541801,48.79067340860289,909.9032602341206,0,2312.0124993262734,0.01612193366163511,0.02897926828167601,5.2507825092781896e-5,TRUE,0.012517535127831984,0.5313962466681963,0.2719568908980141,0.27181633008487666
VE031201,468,394,40,0,0,0,4994,0,0,4,ANZOATEGUI,VE03,MANUEL EZEQUIEL BRUZUAL,VE0312,CLARINES,Bolivar,21048.648476496706,CIUD MED Y PEQ ORIEN,0.38873237739773997,8182.291163277882,0.7957,713.974456296,29.48095452279086,0.5548,0.47909999999999997,0.1628,0.11030000000000001,0.0484,4.01,0.39799999999999996,0.009399999999999999,0.3256020142681124,0.08028214419281854,0.4781142864940212,27.93,7805.855887306691,13242.792589190016,5411.332782116062,4968,1018.7545862624405,3426.7199719736636,197.857295679069,2321.665926957587,16748.409592748427,7714.291163277882,0.02223420665334295,0.057196693525205226,3.561400310640859e-4,TRUE,0.043574141340452274,0.3540233271639816,0.19879873425221695,0.19769523130915828
VE031203,122,0,0,0,0,0,122,0,0,1,ANZOATEGUI,VE03,MANUEL EZEQUIEL BRUZUAL,VE0312,SABANA DE UCHIRE,Bolivar,6997.662593783494,CIUD MED Y PEQ ORIEN,0.5959871776947819,4170.517179729372,0.6065999999999999,174.308680276,40.145233058407705,0.7049,0.5829,0.1791,0.2732,0.1233,3.94,0.35240000000000005,0.031400000000000004,0.3256020142681124,0.08028214419281854,0.4781142864940212,28.27,2873.20508344817,4124.457510335324,1792.2743837084672,2028,862.8117978135049,1253.281370546624,219.72660544480175,1911.7614206216506,4244.782129389067,4048.5171797293724,0.017434393036952225,0.029252966656743675,9.283992262781727e-5,TRUE,0.022097482135077416,0.5733711048783073,0.2977342935066924,0.2974856386486936
VE031301,1877,0,593,0,0,1284,11979,0,0,3,ANZOATEGUI,VE03,PEDRO MARIA FREITES,VE0313,CANTAURA,Bolivar,67543.48797199162,CIUD MED Y PEQ ORIEN,0.4633373167143985,31295.418478473846,0.8186,5543.68345246,12.183864492121987,0.5286,0.4506,0.23250000000000004,0.0929,0.0365,4.04,0.374,0.011200000000000002,0.27599474662808093,0.06827005460508842,0.4517992575251519,28.27,24014.398353414203,43529.08961857742,17170.826192201966,16712,2465.337310977694,15703.860953488054,756.4870652863062,6274.790032598022,55291.099253872344,29418.418478473846,0.027789503568106208,0.05997683019612185,0.0014283650391181393,TRUE,0.16730812051139085,0.4329813422360925,0.3001447313737417,0.2956918512617665
VE031401,111,0,111,0,0,0,3290,0,0,2,ANZOATEGUI,VE03,PIRITU,VE0314,CAPITAL PIRITU,Bolivar,27453.57772711631,CIUD MED Y PEQ ORIEN,0.5123376400520953,14065.501223697534,0.9773000000000001,131.339288929,209.02791503582216,0.5149,0.4428,0.2128,0.08310000000000001,0.041299999999999996,4.21,0.3478,0.0038,0.3156775624162838,0.09026748904637588,0.5074140275342056,28.06,9757.455480041293,17696.122247075018,6793.27469029594,4508,1133.8327601299036,5842.12134033035,104.32359536304197,2281.3923091233655,26830.38151271077,13954.501223697534,0.004043188873352694,0.007891649094807043,8.446910993186653e-5,TRUE,0.07506935967015105,0.48484075401329996,0.2799550568417255,0.2799284955858503
VE031601,84,0,20,0,0,0,1683,0,0,3,ANZOATEGUI,VE03,SAN JUAN DE CAPISTRANO,VE0316,BOCA DE UCHIRE,Bolivar,9444.919199734719,RESTO,0.437650896359464,4133.577353806611,1,51.9544150575,181.7924268665455,0.5975,0.5142,0.0256,0.1012,0.0471,4.51,0.37079999999999996,0.0046,0.24386320938635248,0.09675219291384844,0.43900848742160403,27.02,3699.912457168122,5745.006742566597,2169.65049187576,2573,444.8556943075053,241.7899315132088,43.44662831877971,955.8258230131536,9444.919199734719,4049.5773538066114,0.008893670578183382,0.020321380927502034,6.392256967816926e-5,TRUE,0.021899728209830785,0.4057961614141489,0.21384794481198985,0.21370102530639642
VE031801,6793,24,932,0,46,3225,90885,248,405,7,ANZOATEGUI,VE03,SIMON BOLIVAR,VE0318,EL CARMEN,Bolivar,247427.75614108358,CIUD PRINC RESTO,0.31779481432339457,78631.2578213098,1,81.9179852967,3020.4326344809533,0.4568,0.3868,0.04569999999999999,0.0339,0.0231,4,0.3791,0.0015,0.389655206084008,0.29901450294971954,0.3944935819445196,29.14,78742.32861915791,168685.42752192568,63923.04871103686,45519,5715.58116685903,11307.448455647516,371.1416342116254,8387.800933182732,247427.75614108358,71838.2578213098,0.027454478454416505,0.08639058039027113,0.00516935733123576,TRUE,0.4207161374972436,0.2789466737184326,0.3498314056078381,0.3330448246125194
VE031802,516.6,0,588,0,0,0,0,0,0,3,ANZOATEGUI,VE03,SIMON BOLIVAR,VE0318,SAN CRISTOBAL,Bolivar,209482.04734424237,CIUD PRINC RESTO,0.41626180860598005,87199.37589799787,0.9873000000000001,434.468436844,482.1571133358506,0.47869999999999996,0.413,0.0871,0.062,0.027000000000000003,3.98,0.44920000000000004,0.0025,0.389655206084008,0.29901450294971954,0.3944935819445196,28.48,70435.17963855878,139046.86770568357,54791.35409468848,52571,5656.015278294544,18245.88632368351,523.705118360606,12987.886935343027,206821.6253429705,86682.77589799787,0.002466082447394979,0.005924354327997677,3.93123803520741e-4,TRUE,0.4665847613825993,0.38315905549747414,0.42487190844003675,0.42517408312908794
VE031804,518,429,89,0,0,0,0,0,0,2,ANZOATEGUI,VE03,SIMON BOLIVAR,VE0318,CAIGUA,Bolivar,6259.428452105243,CIUD PRINC RESTO,0.9250628325745237,5790.3646142020425,0.7073999999999999,310.520230856,20.157876460577466,0.6032,0.5153,0.48009999999999997,0.37489999999999996,0.0809,4.26,0.34950000000000003,0.0291,0.389655206084008,0.29901450294971954,0.3944935819445196,27.42,2459.400148069403,3800.028304035841,1497.2325069288886,1824,506.3877617753142,3005.151599855727,182.14936795626258,2346.6597266942554,4427.919687019248,5272.3646142020425,0.0827551595107346,0.08945896062045904,3.941891796820438e-4,TRUE,0.030769184842541184,0.9216477840881736,0.4762084844653574,0.4749236561806596
VE031805,158,0,158,0,0,0,0,0,0,1,ANZOATEGUI,VE03,SIMON BOLIVAR,VE0318,EL PILAR,Bolivar,3657.660712251794,CIUD PRINC RESTO,0.8710541801921022,3186.020653131347,0,219.126919002,16.69197344128409,0.5859000000000001,0.4861,0.775,0.5714,0.1182,4.14,0.3028,0.1119,0.389655206084008,0.29901450294971954,0.3944935819445196,28.46,1386.8976232962527,2270.763088955541,883.8654656592886,757,432.33549618816204,2834.6870519951403,409.2922337009757,2089.9873309806753,0,3028.020653131347,0.043197008260159056,0.04959164337014305,1.2023530963274695e-4,TRUE,0.016827071469539632,0.8644878154869602,0.4406574434782499,0.4402925808531673
VE031806,20,0,20,0,0,0,0,0,0,1,ANZOATEGUI,VE03,SIMON BOLIVAR,VE0318,"NARICUAL",Bolivar,27650.159117658226,CIUD PRINC RESTO,0.642505370720148,17765.37573436208,0.6553,364.955285475,75.76314200154886,0.5700999999999999,0.5097999999999999,0.2651,0.1771,0.08470000000000001,3.67,0.3489,0.0109,0.389655206084008,0.29901450294971954,0.3944935819445196,26.29,10767.735525266715,16882.42359239151,7694.968335927711,4693,2341.968477265652,7330.0571820911955,301.3867343824747,4896.843179737272,18119.149269801434,17745.37573436208,7.233231430927787e-4,0.001125785364692044,1.5219659447183157e-5,TRUE,0.09487629403236814,0.6226035581135327,0.35873992607295047,0.35903066911013437
VE032002,63,0,63,0,0,0,0,0,0,1,ANZOATEGUI,VE03,SIR ARTHUR MCGREGOR,VE0320,TOMAS ALFARO CALATRAVA,Bolivar,1119.8115274365275,RESTO,0.850723759194116,952.6502722097076,0,163.352325542,6.855191829813341,0.5569,0.4582,0.9495,0.8087000000000001,0.2071,3.36,0.2801,0.1119,0.4271327547009057,0.14078882768573928,0.6121924492974734,28.58,396.9256756756757,722.8858517608518,339.19103194103195,355,231.91296733210484,1063.261045300983,125.30690992014743,905.5915822379199,0,889.6502722097076,0.05625946729108924,0.06613129900637006,4.7941927258626945e-5,TRUE,0.0048709306831621795,0.8429711477933116,0.4239210392382369,0.42376887679188624
VE040101,595,0,595,0,0,0,16376,0,0,3,APURE,VE04,ACHAGUAS,VE0401,URBANA ACHAGUAS,Tachira,44083.876170619995,CIUD MED Y PEQ LLANO,0.5466733373503395,24099.479709531937,0.8172,2119.30462276,20.801104143871942,0.6135,0.5347,0.5740999999999999,0.2606,0.1035,4.18,0.37439999999999996,0.0698,0.33587127335950606,0.10331053663879909,0.5703019805433158,26.54,17706.70416638184,26377.172004238153,10618.083823227833,10234,4562.68118365917,25308.553309552935,3077.054556709276,11488.25813006357,36025.34360663066,23504.479709531937,0.013496998260705167,0.024689329693896374,0.00045278486855369893,TRUE,0.12878533103295378,0.5211798828916053,0.32498260696227954,0.32384624752430907
VE040103,47,0,47,0,0,0,0,0,0,1,APURE,VE04,ACHAGUAS,VE0401,EL YAGUAL,Tachira,6241.009228245267,CIUD MED Y PEQ LLANO,0.5387319720936101,3362.2312093869923,0,2779.56475457,2.2453188823840713,0.6668999999999999,0.5789,0.7170000000000002,0.5115999999999999,0.1557,4.12,0.2755,0.133,0.33587127335950606,0.10331053663879909,0.5703019805433158,26.19,2689.9505605304535,3551.0586677148135,1549.4547132408231,1285,971.7251368377881,4474.803616651858,830.0542273566206,3192.9003211702784,0,3315.2312093869923,0.007530833280503673,0.013978812601816614,3.576619970088042e-5,TRUE,0.017770398307145926,0.512775152006797,0.26527277515697145,0.26521061224544457
VE040201,1983,460,1523,0,0,0,11813,0,0,5,APURE,VE04,BIRUACA,VE0402,URBANA BIRUACA,Tachira,75060,CIUD GRAND LLANOS,0.5350586914904963,40161.50538327666,0.8567,1124.66707406,66.73975057261755,0.5871999999999999,0.5282,0.43510000000000004,0.2677,0.0629,4.04,0.3295,0.0204,0.2879280754408537,0.06945268873413935,0.5350586914904963,25.75,30277.962925464355,44782.03707453565,18846.86780921525,13920,4721.273999999999,32658.606000000003,1531.2240000000002,20093.561999999998,64303.902,38178.50538327666,0.02641886490807354,0.049375639211614954,0.0015090292341882101,TRUE,0.2147718928277119,0.5088875415096729,0.3618297171686924,0.3572634711360262
VE040301,13,0,13,0,0,0,6380,0,0,2,APURE,VE04,MUNOZ,VE0403,URBANA BRUZUAL,Tachira,7567.172572797908,RESTO,0.6927131580150836,5241.880010147964,0.9004000000000001,1723.22133867,4.3912946079453326,0.6527,0.5882000000000001,0.2299,0.24410000000000004,0.0966,4.69,0.3308,0.0316,0.28566883844074714,0.08104931763341106,0.5549564402206731,25.27,3202.3286253721585,4364.843947425749,1703.6642945319873,2222,730.9888705322779,1739.692974486239,239.12265330041393,1847.1468250199698,6813.482184547237,5228.880010147964,0.001717946812357861,0.00248002624532282,9.892778640669053e-6,TRUE,0.02783292348560276,0.6757408873879991,0.3517869054368009,0.35185296675613664
VE040302,459,0,459,0,0,0,0,0,0,2,APURE,VE04,MUNOZ,VE0403,MANTECAL,Tachira,17293.847868709607,RESTO,0.46028278003305867,7960.060374478445,0.8290000000000001,3098.87323601,5.58068902843427,0.5631,0.4987,0.29560000000000003,0.18420000000000003,0.107,4.23,0.382,0.030600000000000002,0.28566883844074714,0.08104931763341106,0.5549564402206731,26.2,6812.110594728051,10481.737273981555,4162.3905671338325,4833,1850.4417219519278,5112.06142999056,529.191744782514,3185.52677741631,14336.599883160265,7501.060374478445,0.026541230354552012,0.05766287922534436,3.4929118431285345e-4,TRUE,0.04238444946459901,0.4297485783529954,0.2360665139087972,0.23498295442207565
VE040401,1438,740,277,5,31,390,24596,0,75,7,APURE,VE04,PAEZ,VE0404,URBANA GUASDUALITO,Tachira,61910.863820224724,CIUD MED Y PEQ LLANO,0.3878729878228291,24013.551728642855,0.8689,2054.86238227,30.128958685706234,0.5412,0.4686,0.42200000000000004,0.1573,0.0816,3.84,0.36090000000000005,0.0163,0.32788823618261975,0.0914325375378201,0.4973511986735635,27.4,23058.664149812736,38852.19967041199,16377.865647940078,13783,5051.926487730338,26126.384532134834,1009.1470802696629,9738.57887892135,53794.349573393265,22575.551728642855,0.023226941303478334,0.05988285349246293,0.001094293514252469,TRUE,0.12832532357258122,0.35311379361794365,0.24071955859526245,0.2373086724468325
VE040403,371,6,0,0,0,0,0,0,365,3,APURE,VE04,PAEZ,VE0404,EL AMPARO,Tachira,13530.375071161048,CIUD MED Y PEQ LLANO,0.532913311881224,7210.516990167587,0.5637,2138.18424101,6.327974367994497,0.5658,0.491,0.7628000000000001,0.27580000000000005,0.10710000000000001,4.04,0.2953,0.0718,0.32788823618261975,0.0914325375378201,0.4973511986735635,27.12,5168.189003745318,8362.186067415729,3498.309033707865,1737,1449.1031701213485,10320.970104281649,971.4809301093633,3731.6774446262175,7627.072427613482,6839.516990167587,0.02741978681660924,0.05145262128997177,2.823246827452476e-4,TRUE,0.03837183861201832,0.506616982521543,0.27249441056678064,0.2716335354098802
VE040404,283,268,15,0,0,0,0,0,0,2,APURE,VE04,PAEZ,VE0404,SAN CAMILO,Tachira,28869.99988014981,CIUD MED Y PEQ LLANO,0.5833203184431852,16840.457523543708,0.5710999999999999,2252.79864538,12.81517100489913,0.597,0.5259,0.4558,0.20440000000000003,0.1381,3.73,0.243,0.0635,0.32788823618261975,0.0914325375378201,0.4973511986735635,26.3,11547.232779026217,17322.767101123594,7887.817408239701,5120,3986.946983448689,13158.945945372283,1833.244992389513,5901.027975502622,16487.656931553556,16557.457523543708,0.009802563255103536,0.01680476908684657,2.1535818117764168e-4,TRUE,0.08992483034372312,0.559965155180275,0.32494499276199906,0.32450866034175485
VE040405,603,588,0,0,0,0,0,0,15,3,APURE,VE04,PAEZ,VE0404,URDANETA,Tachira,17766.448838951314,CIUD MED Y PEQ LLANO,0.7088571140770612,12593.873651376784,0.23379999999999998,1766.50947584,10.057375339299053,0.6038,0.5307,0.7437,0.36329999999999996,0.11599999999999999,3.64,0.21789999999999998,0.098,0.32788823618261975,0.0914325375378201,0.4973511986735635,26.79,7230.60584269663,10535.842996254682,5000.689558052435,3805,2060.9080653183523,13212.908001528092,1741.1119862172288,6454.550863191012,4153.795738546817,11990.873651376784,0.033940378601602005,0.047880423187672605,4.588727323325722e-4,TRUE,0.06719113822059422,0.6928268167881252,0.3800089775043597,0.37862728982017224
VE040502,2168,0,0,0,0,0,0,0,2168,2,APURE,VE04,PEDRO CAMEJO,VE0405,CODAZZI,Tachira,6574.9150728440245,RESTO,0.774638433968492,5093.181915503728,0.6295000000000001,8920.70269633,0.7370400400799101,0.7029000000000001,0.6261,0.5569999999999999,0.41230000000000006,0.1981,4.35,0.2144,0.1365,0.2824426420079472,0.13798721579452106,0.593200365117112,25.28,2867.5293792722505,3707.3856935717745,1548.3540702893047,1453,1302.4906759304013,3662.2276955741213,897.4759074432094,2710.8374845335916,4138.909038355314,2925.1819155037283,0.3297380994249431,0.4256671047622652,0.0016498110840746543,TRUE,0.027036882054490514,0.7624463687242955,0.394741625389393,0.38899458866933917
VE040601,139,0,139,0,0,0,5826,0,0,3,APURE,VE04,ROMULO GALLEGOS,VE0406,URBANA ELORZA,Tachira,27585.387828650993,RESTO,0.5198327334880937,14339.787559296836,0.7123,10087.3119067,2.7346619281524105,0.6711,0.6015,0.2923,0.22899999999999998,0.1838,4.15,0.3283,0.1478,0.3052478930003969,0.12039608267606368,0.5384076598532755,24.8,12056.193750511917,15529.194078139075,6668.767507576377,6686,5070.194282906053,8063.208862314686,4077.1203210746166,6317.053812761077,19649.071750348103,14200.787559296836,0.005038899611033582,0.009693309571373872,1.0577663315792294e-4,TRUE,0.07653772607825732,0.4927731738491311,0.2846554499636942,0.2845587307428734
VE040701,3024,0,1768,0,0,1202,64326,80,220,8,APURE,VE04,SAN FERNANDO,VE0407,URBANA SAN FERNANDO,Tachira,168239.9915826445,CIUD GRAND LLANOS,0.4093396723776499,68867.30303525827,0.9893000000000001,377.584287396,445.5693660954674,0.5525,0.4827,0.16479999999999997,0.13970000000000002,0.0406,4.55,0.46140000000000003,0.0033,0.31863091138125393,0.4240890531203595,0.4700966671387316,26.86,63370.846004783954,104869.14557786053,38437.49059860114,39572,6830.543658255366,27725.950612819808,555.1919722227268,23503.126824095438,166439.82367271022,65843.30303525827,0.017974323295864653,0.04391053325337556,0.0023012125084140933,TRUE,0.3684457129178322,0.3758330239819488,0.3721393684498905,0.36532469423420955
VE040702,20,0,20,0,0,0,0,0,0,1,APURE,VE04,SAN FERNANDO,VE0407,EL RECREO,Tachira,35787.81454567475,CIUD GRAND LLANOS,0.5362265769731825,19190.377291178243,0.8867,261.897091452,136.6483848570494,0.6333,0.5836,0.3418,0.20759999999999998,0.0645,4.1,0.3914,0.0342,0.31863091138125393,0.4240890531203595,0.4700966671387316,24.53,15357.670905622672,20430.14364005208,8838.670300057529,6638,2308.3140381960216,12232.27501171163,1223.9432574620766,7429.550299682078,31733.055157649804,19170.377291178243,5.588494367118923e-4,0.001042188993813787,1.5219659447183157e-5,TRUE,0.10250490744089301,0.5101235711933515,0.30631423931712226,0.3066326955379555
